"date","ID","NFECredit_GDP_gap"
"NO-2003-07-01","2003-07-01","NO",-43.8224294020573
"NO-2003-10-01","2003-10-01","NO",-45.6799501538541
"NO-2004-01-01","2004-01-01","NO",-40.7545262468084
"NO-2004-04-01","2004-04-01","NO",-37.8463591051384
"NO-2004-07-01","2004-07-01","NO",-36.9555482667663
"NO-2004-10-01","2004-10-01","NO",-38.3820986537012
"NO-2005-01-01","2005-01-01","NO",-38.0259227990856
"NO-2005-04-01","2005-04-01","NO",-37.3868372808145
"NO-2005-07-01","2005-07-01","NO",-38.6645636119704
"NO-2005-10-01","2005-10-01","NO",-37.2587298385518
"NO-2006-01-01","2006-01-01","NO",-37.7688673451414
"NO-2006-04-01","2006-04-01","NO",-36.7944143695016
"NO-2006-07-01","2006-07-01","NO",-34.9347147272264
"NO-2006-10-01","2006-10-01","NO",-34.3890202478762
"NO-2007-01-01","2007-01-01","NO",-27.4564954242128
"NO-2007-04-01","2007-04-01","NO",-20.5362187764555
"NO-2007-07-01","2007-07-01","NO",-19.3272001835894
"NO-2007-10-01","2007-10-01","NO",-14.3283981840436
"NO-2008-01-01","2008-01-01","NO",-9.43872299825657
"NO-2008-04-01","2008-04-01","NO",-8.05704902566185
"NO-2008-07-01","2008-07-01","NO",-5.98222706889237
"NO-2008-10-01","2008-10-01","NO",0.686912212042614
"NO-2009-01-01","2009-01-01","NO",5.15155311270487
"NO-2009-04-01","2009-04-01","NO",11.4128782113733
"NO-2009-07-01","2009-07-01","NO",12.1720572074438
"NO-2009-10-01","2009-10-01","NO",11.0302312681176
"NO-2010-01-01","2010-01-01","NO",9.58851113045284
"NO-2010-04-01","2010-04-01","NO",13.0479799559293
"NO-2010-07-01","2010-07-01","NO",13.6096969347497
"NO-2010-10-01","2010-10-01","NO",12.8746886371659
"NO-2011-01-01","2011-01-01","NO",12.8439476091886
"NO-2011-04-01","2011-04-01","NO",11.3184342101044
"NO-2011-07-01","2011-07-01","NO",8.49907668933335
"NO-2011-10-01","2011-10-01","NO",6.68677500020794
"NO-2012-01-01","2012-01-01","NO",16.1824078483731
"NO-2012-04-01","2012-04-01","NO",14.986837222529
"NO-2012-07-01","2012-07-01","NO",14.6008846553615
"NO-2012-10-01","2012-10-01","NO",15.225334212466
"NO-2013-01-01","2013-01-01","NO",16.160933457221
"NO-2013-04-01","2013-04-01","NO",17.6083918896702
"NO-2013-07-01","2013-07-01","NO",15.6683786075244
"NO-2013-10-01","2013-10-01","NO",14.2415186875133
"NO-2014-01-01","2014-01-01","NO",14.9283980354249
"NO-2014-04-01","2014-04-01","NO",16.1295669532352
"NO-2014-07-01","2014-07-01","NO",18.1455384219459
"NO-2014-10-01","2014-10-01","NO",21.8767850986332
"NO-2015-01-01","2015-01-01","NO",28.2237342765293
"NO-2015-04-01","2015-04-01","NO",33.1867585569023
"NO-2015-07-01","2015-07-01","NO",38.26615998168
"NO-2015-10-01","2015-10-01","NO",43.8621576258985
"NO-2016-01-01","2016-01-01","NO",45.774874899196
"NO-2016-04-01","2016-04-01","NO",49.6043255558076
"NO-2016-07-01","2016-07-01","NO",53.1504089127874
"NO-2016-10-01","2016-10-01","NO",53.6129002763744
"NO-2017-01-01","2017-01-01","NO",50.5914420767882
"NO-2017-04-01","2017-04-01","NO",49.6855427119941
"NO-2017-07-01","2017-07-01","NO",46.5945841013539
"NO-2017-10-01","2017-10-01","NO",44.5178239503706
"NO-2018-01-01","2018-01-01","NO",42.6544034780887
"NO-2018-04-01","2018-04-01","NO",40.4033526089906
"NO-2018-07-01","2018-07-01","NO",35.8635946315515
"NO-2018-10-01","2018-10-01","NO",34.6339518258704
"NO-2019-01-01","2019-01-01","NO",34.7131568130571
"NZ-1999-01-01","1999-01-01","NZ",-59.6001443706629
"NZ-1999-04-01","1999-04-01","NZ",-60.1073924719574
"NZ-1999-07-01","1999-07-01","NZ",-57.7098792371271
"NZ-1999-10-01","1999-10-01","NZ",-53.6087461439932
"NZ-2000-01-01","2000-01-01","NZ",-50.2049903956805
"NZ-2000-04-01","2000-04-01","NZ",-48.6994751734471
"NZ-2000-07-01","2000-07-01","NZ",-47.3929381460757
"NZ-2000-10-01","2000-10-01","NZ",-45.0859952336606
"NZ-2001-01-01","2001-01-01","NZ",-41.6791438739508
"NZ-2001-04-01","2001-04-01","NZ",-39.9727687897073
"NZ-2001-07-01","2001-07-01","NZ",-46.2671505058315
"NZ-2001-10-01","2001-10-01","NZ",-44.9624696153026
"NZ-2002-01-01","2002-01-01","NZ",-41.9587910432239
"NZ-2002-04-01","2002-04-01","NZ",-41.6560673085247
"NZ-2002-07-01","2002-07-01","NZ",-40.2541460331564
"NZ-2002-10-01","2002-10-01","NZ",-38.1527706989019
"NZ-2003-01-01","2003-01-01","NZ",-36.4515841521795
"NZ-2003-04-01","2003-04-01","NZ",-35.2501338574804
"NZ-2003-07-01","2003-07-01","NZ",-34.8478761503361
"NZ-2003-10-01","2003-10-01","NZ",-33.7441792409427
"NZ-2004-01-01","2004-01-01","NZ",-31.8383242198059
"NZ-2004-04-01","2004-04-01","NZ",-26.6295078169831
"NZ-2004-07-01","2004-07-01","NZ",-27.316847166723
"NZ-2004-10-01","2004-10-01","NZ",-21.1993928295025
"NZ-2005-01-01","2005-01-01","NZ",-17.4761270736817
"NZ-2005-04-01","2005-04-01","NZ",-14.4459791691372
"NZ-2005-07-01","2005-07-01","NZ",-10.9078346954339
"NZ-2005-10-01","2005-10-01","NZ",-5.06054311717602
"NZ-2006-01-01","2006-01-01","NZ",-2.30292662939323
"NZ-2006-04-01","2006-04-01","NZ",3.06620522424819
"NZ-2006-07-01","2006-07-01","NZ",6.84804865739298
"NZ-2006-10-01","2006-10-01","NZ",9.04379221818436
"NZ-2007-01-01","2007-01-01","NZ",13.8546073346319
"NZ-2007-04-01","2007-04-01","NZ",17.1816428252647
"NZ-2007-07-01","2007-07-01","NZ",17.5260128721017
"NZ-2007-10-01","2007-10-01","NZ",19.0887887030533
"NZ-2008-01-01","2008-01-01","NZ",20.6709977309913
"NZ-2008-04-01","2008-04-01","NZ",24.0736196468166
"NZ-2008-07-01","2008-07-01","NZ",27.7975824639509
"NZ-2008-10-01","2008-10-01","NZ",31.143754011749
"NZ-2009-01-01","2009-01-01","NZ",34.4129326256146
"NZ-2009-04-01","2009-04-01","NZ",34.6058387815637
"NZ-2009-07-01","2009-07-01","NZ",33.523106923293
"NZ-2009-10-01","2009-10-01","NZ",31.4652849798883
"NZ-2010-01-01","2010-01-01","NZ",31.032837072674
"NZ-2010-04-01","2010-04-01","NZ",29.7261486597616
"NZ-2010-07-01","2010-07-01","NZ",28.2455276171725
"NZ-2010-10-01","2010-10-01","NZ",27.3912075055532
"NZ-2011-01-01","2011-01-01","NZ",27.263351271721
"NZ-2011-04-01","2011-04-01","NZ",26.6620533845019
"NZ-2011-07-01","2011-07-01","NZ",25.0873401543172
"NZ-2011-10-01","2011-10-01","NZ",23.1391712364693
"NZ-2012-01-01","2012-01-01","NZ",24.2174435679019
"NZ-2012-04-01","2012-04-01","NZ",24.7219962376352
"NZ-2012-07-01","2012-07-01","NZ",26.5526077910805
"NZ-2012-10-01","2012-10-01","NZ",29.6089949686482
"NZ-2013-01-01","2013-01-01","NZ",31.2908081292501
"NZ-2013-04-01","2013-04-01","NZ",32.9976236093002
"NZ-2013-07-01","2013-07-01","NZ",33.3289395181846
"NZ-2013-10-01","2013-10-01","NZ",31.6841714712454
"NZ-2014-01-01","2014-01-01","NZ",31.6626517614563
"NZ-2014-04-01","2014-04-01","NZ",32.2636334713772
"NZ-2014-07-01","2014-07-01","NZ",33.6862905269297
"NZ-2014-10-01","2014-10-01","NZ",36.229716194966
"NZ-2015-01-01","2015-01-01","NZ",38.692919526602
"NZ-2015-04-01","2015-04-01","NZ",40.5748189986635
"NZ-2015-07-01","2015-07-01","NZ",43.0742363556738
"NZ-2015-10-01","2015-10-01","NZ",44.789891905108
"NZ-2016-01-01","2016-01-01","NZ",47.0203982688599
"NZ-2016-04-01","2016-04-01","NZ",48.9642560940959
"NZ-2016-07-01","2016-07-01","NZ",52.0198484769759
"NZ-2016-10-01","2016-10-01","NZ",53.2854361030219
"NZ-2017-01-01","2017-01-01","NZ",54.3591496081325
"NZ-2017-04-01","2017-04-01","NZ",55.9389864146229
"NZ-2017-07-01","2017-07-01","NZ",56.9228080469308
"NZ-2017-10-01","2017-10-01","NZ",58.4083361820264
"NZ-2018-01-01","2018-01-01","NZ",59.9931501898625
"NZ-2018-04-01","2018-04-01","NZ",62.174683419549
"NZ-2018-07-01","2018-07-01","NZ",63.9502192373222
"NZ-2018-10-01","2018-10-01","NZ",66.6168855727109
"NZ-2019-01-01","2019-01-01","NZ",67.6716504796879
"PL-1999-01-01","1999-01-01","PL",-73.188684529972
"PL-1999-04-01","1999-04-01","PL",-70.9674871236368
"PL-1999-07-01","1999-07-01","PL",-67.967941996952
"PL-1999-10-01","1999-10-01","PL",-66.5930564268502
"PL-2000-01-01","2000-01-01","PL",-64.5456677704048
"PL-2000-04-01","2000-04-01","PL",-59.928446902055
"PL-2000-07-01","2000-07-01","PL",-59.2439033320652
"PL-2000-10-01","2000-10-01","PL",-57.5943967495857
"PL-2001-01-01","2001-01-01","PL",-55.4821387340088
"PL-2001-04-01","2001-04-01","PL",-53.7091968787373
"PL-2001-07-01","2001-07-01","PL",-50.1775000718241
"PL-2001-10-01","2001-10-01","PL",-49.388842928319
"PL-2002-01-01","2002-01-01","PL",-47.0448946195412
"PL-2002-04-01","2002-04-01","PL",-43.2472008446871
"PL-2002-07-01","2002-07-01","PL",-39.7971896907323
"PL-2002-10-01","2002-10-01","PL",-37.9961811266233
"PL-2003-01-01","2003-01-01","PL",-36.2453956283731
"PL-2003-04-01","2003-04-01","PL",-36.1459586814966
"PL-2003-07-01","2003-07-01","PL",-35.1989051580487
"PL-2003-10-01","2003-10-01","PL",-35.3051795651926
"PL-2004-01-01","2004-01-01","PL",-34.0656384128224
"PL-2004-04-01","2004-04-01","PL",-34.2810499478569
"PL-2004-07-01","2004-07-01","PL",-34.6520972531433
"PL-2004-10-01","2004-10-01","PL",-37.3793777089293
"PL-2005-01-01","2005-01-01","PL",-37.563402065155
"PL-2005-04-01","2005-04-01","PL",-36.5045876233677
"PL-2005-07-01","2005-07-01","PL",-36.0032577765873
"PL-2005-10-01","2005-10-01","PL",-34.6596446563707
"PL-2006-01-01","2006-01-01","PL",-33.6738903861128
"PL-2006-04-01","2006-04-01","PL",-31.2460504401396
"PL-2006-07-01","2006-07-01","PL",-28.7760961080047
"PL-2006-10-01","2006-10-01","PL",-26.8639205641658
"PL-2007-01-01","2007-01-01","PL",-25.8093450428432
"PL-2007-04-01","2007-04-01","PL",-23.8121236184469
"PL-2007-07-01","2007-07-01","PL",-20.9719458419799
"PL-2007-10-01","2007-10-01","PL",-19.6884417342086
"PL-2008-01-01","2008-01-01","PL",-18.161188886015
"PL-2008-04-01","2008-04-01","PL",-16.6897156671425
"PL-2008-07-01","2008-07-01","PL",-13.9735050443901
"PL-2008-10-01","2008-10-01","PL",-7.41199826028993
"PL-2009-01-01","2009-01-01","PL",-3.5046016235496
"PL-2009-04-01","2009-04-01","PL",-5.45070291292637
"PL-2009-07-01","2009-07-01","PL",-6.84968114566253
"PL-2009-10-01","2009-10-01","PL",-9.10090171224731
"PL-2010-01-01","2010-01-01","PL",-9.30371287895527
"PL-2010-04-01","2010-04-01","PL",-7.15744015981346
"PL-2010-07-01","2010-07-01","PL",-8.26138580958813
"PL-2010-10-01","2010-10-01","PL",-8.21483418941837
"PL-2011-01-01","2011-01-01","PL",-9.71704900696591
"PL-2011-04-01","2011-04-01","PL",-9.66727343285345
"PL-2011-07-01","2011-07-01","PL",-7.26472634503261
"PL-2011-10-01","2011-10-01","PL",-7.40860245330433
"PL-2012-01-01","2012-01-01","PL",-9.29807830563345
"PL-2012-04-01","2012-04-01","PL",-9.73231192848978
"PL-2012-07-01","2012-07-01","PL",-10.9104381031233
"PL-2012-10-01","2012-10-01","PL",-11.3315672800623
"PL-2013-01-01","2013-01-01","PL",-11.5947826336837
"PL-2013-04-01","2013-04-01","PL",-10.9991390094544
"PL-2013-07-01","2013-07-01","PL",-11.7436622659284
"PL-2013-10-01","2013-10-01","PL",-13.6273507637591
"PL-2014-01-01","2014-01-01","PL",-14.4491735044827
"PL-2014-04-01","2014-04-01","PL",-14.4080654212175
"PL-2014-07-01","2014-07-01","PL",-15.0029253241896
"PL-2014-10-01","2014-10-01","PL",-15.8326160034278
"PL-2015-01-01","2015-01-01","PL",-16.1959627416858
"PL-2015-04-01","2015-04-01","PL",-16.5917512401401
"PL-2015-07-01","2015-07-01","PL",-17.4187267100792
"PL-2015-10-01","2015-10-01","PL",-19.7755928833795
"PL-2016-01-01","2016-01-01","PL",-20.7610099451597
"PL-2016-04-01","2016-04-01","PL",-21.3735886415212
"PL-2016-07-01","2016-07-01","PL",-23.611887816051
"PL-2016-10-01","2016-10-01","PL",-22.9744128783599
"PL-2017-01-01","2017-01-01","PL",-26.1596102083345
"PL-2017-04-01","2017-04-01","PL",-28.6658687498428
"PL-2017-07-01","2017-07-01","PL",-31.391512047714
"PL-2017-10-01","2017-10-01","PL",-34.4347919821117
"PL-2018-01-01","2018-01-01","PL",-35.3938819544139
"PL-2018-04-01","2018-04-01","PL",-36.8668692790161
"PL-2018-07-01","2018-07-01","PL",-39.0517527856186
"PL-2018-10-01","2018-10-01","PL",-41.6464391367478
"PL-2019-01-01","2019-01-01","PL",-43.9487373655451
"PT-1999-01-01","1999-01-01","PT",-6.75635238905373
"PT-1999-04-01","1999-04-01","PT",-2.86687925247455
"PT-1999-07-01","1999-07-01","PT",-1.87789611012548
"PT-1999-10-01","1999-10-01","PT",-0.186973949127179
"PT-2000-01-01","2000-01-01","PT",3.60832093813934
"PT-2000-04-01","2000-04-01","PT",3.81042272672923
"PT-2000-07-01","2000-07-01","PT",3.22175657089392
"PT-2000-10-01","2000-10-01","PT",3.5447380988235
"PT-2001-01-01","2001-01-01","PT",5.88177488432402
"PT-2001-04-01","2001-04-01","PT",6.23526563935661
"PT-2001-07-01","2001-07-01","PT",7.50759437143921
"PT-2001-10-01","2001-10-01","PT",8.30112949993384
"PT-2002-01-01","2002-01-01","PT",11.218220675202
"PT-2002-04-01","2002-04-01","PT",8.86119679480575
"PT-2002-07-01","2002-07-01","PT",9.83235871073464
"PT-2002-10-01","2002-10-01","PT",12.1339851219926
"PT-2003-01-01","2003-01-01","PT",18.2683301466841
"PT-2003-04-01","2003-04-01","PT",17.7376175679533
"PT-2003-07-01","2003-07-01","PT",16.5440254981192
"PT-2003-10-01","2003-10-01","PT",16.6896877054429
"PT-2004-01-01","2004-01-01","PT",29.6766965981632
"PT-2004-04-01","2004-04-01","PT",28.0071028602585
"PT-2004-07-01","2004-07-01","PT",24.6828829839757
"PT-2004-10-01","2004-10-01","PT",23.1059434437936
"PT-2005-01-01","2005-01-01","PT",18.6781290070159
"PT-2005-04-01","2005-04-01","PT",20.1012266760753
"PT-2005-07-01","2005-07-01","PT",17.27697675806
"PT-2005-10-01","2005-10-01","PT",21.6070693070225
"PT-2006-01-01","2006-01-01","PT",13.8931511845575
"PT-2006-04-01","2006-04-01","PT",14.7368152345784
"PT-2006-07-01","2006-07-01","PT",13.939619568154
"PT-2006-10-01","2006-10-01","PT",19.0030854542556
"PT-2007-01-01","2007-01-01","PT",19.9286993128489
"PT-2007-04-01","2007-04-01","PT",21.8179000561813
"PT-2007-07-01","2007-07-01","PT",22.172076774768
"PT-2007-10-01","2007-10-01","PT",25.7925640143153
"PT-2008-01-01","2008-01-01","PT",28.1806408904017
"PT-2008-04-01","2008-04-01","PT",32.7375220371628
"PT-2008-07-01","2008-07-01","PT",34.2643516371643
"PT-2008-10-01","2008-10-01","PT",36.0621920291182
"PT-2009-01-01","2009-01-01","PT",42.3320198908672
"PT-2009-04-01","2009-04-01","PT",45.6747217448483
"PT-2009-07-01","2009-07-01","PT",45.9910782833528
"PT-2009-10-01","2009-10-01","PT",44.7817560118857
"PT-2010-01-01","2010-01-01","PT",40.4473064583077
"PT-2010-04-01","2010-04-01","PT",42.788169196023
"PT-2010-07-01","2010-07-01","PT",41.0046826802291
"PT-2010-10-01","2010-10-01","PT",44.7970783956531
"PT-2011-01-01","2011-01-01","PT",46.5654853153696
"PT-2011-04-01","2011-04-01","PT",49.9099204196829
"PT-2011-07-01","2011-07-01","PT",51.0302842752497
"PT-2011-10-01","2011-10-01","PT",51.2263526738943
"PT-2012-01-01","2012-01-01","PT",58.0977738317168
"PT-2012-04-01","2012-04-01","PT",60.1440678989595
"PT-2012-07-01","2012-07-01","PT",63.5646097814468
"PT-2012-10-01","2012-10-01","PT",66.1586240247813
"PT-2013-01-01","2013-01-01","PT",67.3251762631222
"PT-2013-04-01","2013-04-01","PT",65.7631667339953
"PT-2013-07-01","2013-07-01","PT",63.1713273620216
"PT-2013-10-01","2013-10-01","PT",60.3482256638754
"PT-2014-01-01","2014-01-01","PT",57.092271227932
"PT-2014-04-01","2014-04-01","PT",53.6017227719981
"PT-2014-07-01","2014-07-01","PT",53.474696283215
"PT-2014-10-01","2014-10-01","PT",53.7091737444179
"PT-2015-01-01","2015-01-01","PT",52.3030034516703
"PT-2015-04-01","2015-04-01","PT",50.6538994281464
"PT-2015-07-01","2015-07-01","PT",48.7594449394585
"PT-2015-10-01","2015-10-01","PT",48.0170966165205
"PT-2016-01-01","2016-01-01","PT",46.2241891915932
"PT-2016-04-01","2016-04-01","PT",45.1779373542377
"PT-2016-07-01","2016-07-01","PT",44.475440233474
"PT-2016-10-01","2016-10-01","PT",43.2136840135683
"PT-2017-01-01","2017-01-01","PT",43.8895436901412
"PT-2017-04-01","2017-04-01","PT",43.4997862245948
"PT-2017-07-01","2017-07-01","PT",43.8410688544846
"PT-2017-10-01","2017-10-01","PT",43.9099400678947
"PT-2018-01-01","2018-01-01","PT",43.0028387502418
"PT-2018-04-01","2018-04-01","PT",42.5160940120905
"PT-2018-07-01","2018-07-01","PT",43.3459274569059
"PT-2018-10-01","2018-10-01","PT",43.4884543979237
"PT-2019-01-01","2019-01-01","PT",44.2396817835602
"RU-1999-01-01","1999-01-01","RU",-89.1044921589097
"RU-1999-04-01","1999-04-01","RU",-91.0482798014121
"RU-1999-07-01","1999-07-01","RU",-90.9956707546414
"RU-1999-10-01","1999-10-01","RU",-89.1504270085941
"RU-2000-01-01","2000-01-01","RU",-89.1160830640905
"RU-2000-04-01","2000-04-01","RU",-88.0959505458828
"RU-2000-07-01","2000-07-01","RU",-85.6931182885184
"RU-2000-10-01","2000-10-01","RU",-83.110454886659
"RU-2001-01-01","2001-01-01","RU",-81.450614702186
"RU-2001-04-01","2001-04-01","RU",-78.6160443208298
"RU-2001-07-01","2001-07-01","RU",-75.2089867017913
"RU-2001-10-01","2001-10-01","RU",-71.9314882641514
"RU-2002-01-01","2002-01-01","RU",-69.7854074045351
"RU-2002-04-01","2002-04-01","RU",-67.0724226908365
"RU-2002-07-01","2002-07-01","RU",-64.794038227442
"RU-2002-10-01","2002-10-01","RU",-62.4515904376816
"RU-2003-01-01","2003-01-01","RU",-60.3462537597771
"RU-2003-04-01","2003-04-01","RU",-57.5790465029924
"RU-2003-07-01","2003-07-01","RU",-54.1508361109333
"RU-2003-10-01","2003-10-01","RU",-51.7623460796229
"RU-2004-01-01","2004-01-01","RU",-49.0141645279552
"RU-2004-04-01","2004-04-01","RU",-46.7067501689816
"RU-2004-07-01","2004-07-01","RU",-45.1404391803328
"RU-2004-10-01","2004-10-01","RU",-41.7154509727818
"RU-2005-01-01","2005-01-01","RU",-42.3318921059818
"RU-2005-04-01","2005-04-01","RU",-40.0897648509702
"RU-2005-07-01","2005-07-01","RU",-37.0889656490403
"RU-2005-10-01","2005-10-01","RU",-33.1292907171016
"RU-2006-01-01","2006-01-01","RU",-32.5104435496243
"RU-2006-04-01","2006-04-01","RU",-30.4320448178547
"RU-2006-07-01","2006-07-01","RU",-29.2936339169575
"RU-2006-10-01","2006-10-01","RU",-25.1946741619491
"RU-2007-01-01","2007-01-01","RU",-23.1345556337692
"RU-2007-04-01","2007-04-01","RU",-15.9126054266739
"RU-2007-07-01","2007-07-01","RU",-12.228092798558
"RU-2007-10-01","2007-10-01","RU",-11.1802472257672
"RU-2008-01-01","2008-01-01","RU",-8.8682676144397
"RU-2008-04-01","2008-04-01","RU",-7.89132492006461
"RU-2008-07-01","2008-07-01","RU",-6.24856792748874
"RU-2008-10-01","2008-10-01","RU",-2.53912569323222
"RU-2009-01-01","2009-01-01","RU",2.43788834759645
"RU-2009-04-01","2009-04-01","RU",0.883367107702703
"RU-2009-07-01","2009-07-01","RU",3.69819740508454
"RU-2009-10-01","2009-10-01","RU",4.78326384929228
"RU-2010-01-01","2010-01-01","RU",1.63944180440745
"RU-2010-04-01","2010-04-01","RU",1.867594676358
"RU-2010-07-01","2010-07-01","RU",2.16858177243956
"RU-2010-10-01","2010-10-01","RU",1.6432577309905
"RU-2011-01-01","2011-01-01","RU",-0.207528231130347
"RU-2011-04-01","2011-04-01","RU",0.21706899481083
"RU-2011-07-01","2011-07-01","RU",3.11789503635307
"RU-2011-10-01","2011-10-01","RU",4.49579497837222
"RU-2012-01-01","2012-01-01","RU",2.65160611100102
"RU-2012-04-01","2012-04-01","RU",6.38615448489005
"RU-2012-07-01","2012-07-01","RU",6.10025952167831
"RU-2012-10-01","2012-10-01","RU",7.39472467760627
"RU-2013-01-01","2013-01-01","RU",9.77033815827283
"RU-2013-04-01","2013-04-01","RU",12.4278696824673
"RU-2013-07-01","2013-07-01","RU",14.4680645431272
"RU-2013-10-01","2013-10-01","RU",15.2916369635228
"RU-2014-01-01","2014-01-01","RU",17.499264996762
"RU-2014-04-01","2014-04-01","RU",17.3915884668578
"RU-2014-07-01","2014-07-01","RU",19.9692034496581
"RU-2014-10-01","2014-10-01","RU",28.932662542043
"RU-2015-01-01","2015-01-01","RU",25.4824684178867
"RU-2015-04-01","2015-04-01","RU",24.1190514194058
"RU-2015-07-01","2015-07-01","RU",26.5427781826477
"RU-2015-10-01","2015-10-01","RU",32.6539550460213
"RU-2016-01-01","2016-01-01","RU",30.4528219909977
"RU-2016-04-01","2016-04-01","RU",27.6395373641568
"RU-2016-07-01","2016-07-01","RU",27.6141833800314
"RU-2016-10-01","2016-10-01","RU",26.5767731542979
"RU-2017-01-01","2017-01-01","RU",24.3272507671879
"RU-2017-04-01","2017-04-01","RU",24.6654938569811
"RU-2017-07-01","2017-07-01","RU",24.191319243852
"RU-2017-10-01","2017-10-01","RU",24.3044820842316
"RU-2018-01-01","2018-01-01","RU",23.2046770562586
"RU-2018-04-01","2018-04-01","RU",24.2915380768538
"RU-2018-07-01","2018-07-01","RU",24.564641051257
"RU-2018-10-01","2018-10-01","RU",24.0235011558551
"RU-2019-01-01","2019-01-01","RU",24.7675721554319
"SA-1999-01-01","1999-01-01","SA",-0.703752243977341
"SA-1999-04-01","1999-04-01","SA",-2.29114025526583
"SA-1999-07-01","1999-07-01","SA",-2.99525833195175
"SA-1999-10-01","1999-10-01","SA",-2.11676719969606
"SA-2000-01-01","2000-01-01","SA",-5.15632009602529
"SA-2000-04-01","2000-04-01","SA",-6.3145649665336
"SA-2000-07-01","2000-07-01","SA",-6.99213686602279
"SA-2000-10-01","2000-10-01","SA",-7.0896550628835
"SA-2001-01-01","2001-01-01","SA",-7.40772134515261
"SA-2001-04-01","2001-04-01","SA",-6.64691977675241
"SA-2001-07-01","2001-07-01","SA",-5.50781590228644
"SA-2001-10-01","2001-10-01","SA",-4.49095864905325
"SA-2002-01-01","2002-01-01","SA",-3.99688317482966
"SA-2002-04-01","2002-04-01","SA",-2.52611340997439
"SA-2002-07-01","2002-07-01","SA",-2.87916329265864
"SA-2002-10-01","2002-10-01","SA",-4.15654044575026
"SA-2003-01-01","2003-01-01","SA",-3.85874529421765
"SA-2003-04-01","2003-04-01","SA",-4.18626787168363
"SA-2003-07-01","2003-07-01","SA",-4.33958856490835
"SA-2003-10-01","2003-10-01","SA",-5.5191772949742
"SA-2004-01-01","2004-01-01","SA",-8.02549313399653
"SA-2004-04-01","2004-04-01","SA",-5.65898135614085
"SA-2004-07-01","2004-07-01","SA",-2.82006717185618
"SA-2004-10-01","2004-10-01","SA",-2.5091616441264
"SA-2005-01-01","2005-01-01","SA",-3.92666878575726
"SA-2005-04-01","2005-04-01","SA",-1.57298633667175
"SA-2005-07-01","2005-07-01","SA",-1.54850222010005
"SA-2005-10-01","2005-10-01","SA",-1.75360042683204
"SA-2006-01-01","2006-01-01","SA",-3.48866107637846
"SA-2006-04-01","2006-04-01","SA",-4.75405990425782
"SA-2006-07-01","2006-07-01","SA",-5.35016392433641
"SA-2006-10-01","2006-10-01","SA",-5.27732826532956
"SA-2007-01-01","2007-01-01","SA",-4.63589468053804
"SA-2007-04-01","2007-04-01","SA",-2.52619172995683
"SA-2007-07-01","2007-07-01","SA",-0.248536383823385
"SA-2007-10-01","2007-10-01","SA",-2.00323929691326
"SA-2008-01-01","2008-01-01","SA",-3.39061050265988
"SA-2008-04-01","2008-04-01","SA",-5.11095502639114
"SA-2008-07-01","2008-07-01","SA",-7.16456941689536
"SA-2008-10-01","2008-10-01","SA",-5.55173744560267
"SA-2009-01-01","2009-01-01","SA",-3.77272497249781
"SA-2009-04-01","2009-04-01","SA",0.772216021760478
"SA-2009-07-01","2009-07-01","SA",3.48284298834211
"SA-2009-10-01","2009-10-01","SA",-1.74108855212906
"SA-2010-01-01","2010-01-01","SA",-5.09983178614837
"SA-2010-04-01","2010-04-01","SA",-8.29363554747942
"SA-2010-07-01","2010-07-01","SA",-10.1227359203038
"SA-2010-10-01","2010-10-01","SA",-13.5873482547122
"SA-2011-01-01","2011-01-01","SA",-15.5876625939633
"SA-2011-04-01","2011-04-01","SA",-18.6238350129292
"SA-2011-07-01","2011-07-01","SA",-20.3959826173356
"SA-2011-10-01","2011-10-01","SA",-25.7041759533422
"SA-2012-01-01","2012-01-01","SA",-24.848434577121
"SA-2012-04-01","2012-04-01","SA",-27.0287137844244
"SA-2012-07-01","2012-07-01","SA",-30.1449067499043
"SA-2012-10-01","2012-10-01","SA",-31.5968390764282
"SA-2013-01-01","2013-01-01","SA",-31.2842610046049
"SA-2013-04-01","2013-04-01","SA",-30.5068437829542
"SA-2013-07-01","2013-07-01","SA",-31.2641804493197
"SA-2013-10-01","2013-10-01","SA",-32.5557877744353
"SA-2014-01-01","2014-01-01","SA",-31.7811043686084
"SA-2014-04-01","2014-04-01","SA",-32.039487452673
"SA-2014-07-01","2014-07-01","SA",-32.530214794696
"SA-2014-10-01","2014-10-01","SA",-34.5524840640071
"SA-2015-01-01","2015-01-01","SA",-33.5054116044245
"SA-2015-04-01","2015-04-01","SA",-31.6880273785333
"SA-2015-07-01","2015-07-01","SA",-30.5992775854261
"SA-2015-10-01","2015-10-01","SA",-28.038029204086
"SA-2016-01-01","2016-01-01","SA",-27.0030727153259
"SA-2016-04-01","2016-04-01","SA",-25.5931285048819
"SA-2016-07-01","2016-07-01","SA",-27.806849450808
"SA-2016-10-01","2016-10-01","SA",-32.5428244483394
"SA-2017-01-01","2017-01-01","SA",-35.3995728755829
"SA-2017-04-01","2017-04-01","SA",-38.2755327535789
"SA-2017-07-01","2017-07-01","SA",-41.869053604443
"SA-2017-10-01","2017-10-01","SA",-45.2783892614633
"SA-2018-01-01","2018-01-01","SA",-49.101688885294
"SA-2018-04-01","2018-04-01","SA",-52.1369884406018
"SA-2018-07-01","2018-07-01","SA",-55.7822011378412
"SA-2018-10-01","2018-10-01","SA",-59.4351098449939
"SA-2019-01-01","2019-01-01","SA",-60.5933579745399
"SE-1999-01-01","1999-01-01","SE",25.8455596488173
